tag,total_posts,total_views,total_answers,total_comments,total_favorites,year
match,322,3774976,806,562,563,2011
youtube-api,322,2389271,522,227,472,2011
wsdl,321,4356237,746,250,905,2009
c#-4.0,321,65094,291,729,25,2020
anaconda,321,4329358,608,632,1078,2014
callback,321,4667754,1000,268,2327,2009
iterator,321,5807994,1523,467,1754,2009
beautifulsoup,320,3320523,654,391,630,2011
xamarin.ios,320,668916,650,211,298,2010
web-config,320,104716,247,560,22,2020
css-selectors,319,11354407,1188,249,2190,2009
parse-platform,319,109802,312,520,54,2018
hadoop,319,2154551,819,202,998,2010
graph,319,3780067,1177,396,1674,2009
insert,319,8581583,1058,248,1535,2009
gson,318,4353740,700,394,1036,2011
label,318,5359714,802,247,531,2010
ant,318,129084,256,560,34,2019
escaping,318,11453422,1275,313,2235,2009
cocoapods,317,4021525,765,422,1542,2013
silverlight,317,248346,297,555,46,2016
blackberry,317,101577,285,503,53,2014
clojure,317,1740556,1192,277,1792,2009
django-admin,317,2813651,854,177,1412,2009
grails,317,16649,207,553,8,2021
cakephp,316,19078,195,621,11,2021
app-store,316,29524,167,469,30,2021
geometry,316,5975697,1464,582,2924,2009
sql-server-2012,316,15714,376,926,11,2021
jasper-reports,315,3083173,660,190,417,2010
controls,315,203229,343,774,72,2018
jvm,315,5471451,1292,431,2989,2009
asp-classic,315,170653,319,1002,41,2018
optimization,315,9981009,2464,382,6458,2008
django-templates,314,4364040,954,190,1455,2009
constants,314,7210488,1628,496,4898,2009
azure-functions,314,1246079,542,361,454,2016
printf,313,8860123,1278,607,1947,2010
swift2,313,389151,400,817,87,2017
glassfish,313,322280,307,589,72,2018
json.net,312,6345465,715,361,1246,2011
smtp,312,5932983,1026,307,1302,2009
cygwin,311,156091,276,891,31,2019
sequelize.js,311,2266305,467,373,494,2014
spring-data-jpa,311,3537031,516,466,693,2013
networking,311,14026503,1569,231,3963,2008
resize,310,139415,325,618,38,2019
matrix,310,4581354,1151,380,1109,2009
wsdl,309,74491,171,429,16,2020
statistics,309,4140804,1252,431,2239,2009
timer,309,4921741,1068,295,1316,2009
compare,308,3883029,959,461,664,2010
rubygems,308,1833825,912,186,1007,2009
android-ndk,308,28022,140,464,24,2021
actionscript-3,308,2083446,1103,60,585,2008
android-asynctask,308,50003,295,666,27,2020
tags,307,3189274,995,288,1881,2009
selenium,306,3240510,949,179,703,2009
visual-studio-2013,306,187231,312,878,39,2018
database-design,305,6627572,2161,326,4749,2008
gwt,304,113053,275,538,27,2018
http,304,15709908,1608,255,13565,2008
mercurial,304,144208,347,375,47,2017
escaping,303,17224,297,735,16,2021
web-applications,303,2393392,1644,142,1333,2008
cocoa,303,17908,174,676,25,2021
emacs,303,19185,202,402,15,2021
ipad,302,77539,215,375,36,2020
android-edittext,302,16056,273,387,17,2021
eclipse-plugin,302,41398,180,699,13,2020
jquery-ui,301,12609,246,537,12,2021
vba,301,10848316,1215,182,1069,2008
vue-component,301,2653376,489,382,413,2016
ssl-certificate,301,7285037,660,330,1402,2011
asp.net-web-api2,300,133568,272,575,25,2020
parsing,300,13730775,1842,247,3289,2008
parse-platform,299,74317,274,575,14,2019
unix,299,20499743,2099,289,7352,2008
storyboard,299,274864,389,706,125,2019
jqgrid,298,90786,256,608,16,2018
subquery,298,3307661,742,326,691,2010
apple-push-notifications,298,47670,146,280,28,2021
machine-learning,298,2328024,944,430,2449,2010
cross-browser,297,142243,291,645,47,2019
network-programming,297,2458470,950,355,1142,2009
phpunit,297,1701866,711,264,447,2010
location,296,2382724,693,249,1239,2010
containers,296,1274108,732,504,288,2011
django,296,6343922,1532,186,3494,2008
uiviewcontroller,296,2628625,811,150,955,2009
sbt,295,1396888,551,291,776,2011
google-bigquery,295,1162424,501,202,225,2012
constraints,295,2415393,756,327,573,2010
macros,295,2609410,1160,360,1499,2009
apache-kafka,294,2775990,620,271,808,2014
comparison,294,14269,353,688,22,2021
telerik,294,79921,277,456,20,2019
type-conversion,294,9437535,1080,545,1216,2010
textview,294,10805784,1110,254,2600,2010
include,294,19183,239,717,12,2021
timeout,294,8307027,1063,292,1787,2009
odbc,293,2157230,709,212,231,2009
ckeditor,293,2264252,726,181,373,2010
devise,293,2205568,698,140,1384,2010
django-forms,293,2830795,744,183,1406,2009
gpu,292,1452870,579,414,659,2011
while-loop,292,3181631,1100,558,422,2010
internet-explorer,292,24401,219,670,9,2021
jquery-selectors,292,218648,511,680,40,2017
http-headers,290,9450244,1001,263,3043,2009
time-complexity,290,2985499,725,786,1558,2012
ef-code-first,289,127937,278,639,29,2019
log4j,289,16393,161,321,10,2021
pyqt5,289,717522,336,485,142,2015
jasper-reports,289,73992,191,422,12,2020
pthreads,289,19183,254,1194,24,2021
automated-tests,289,1629231,786,203,558,2010
amazon-web-services,288,3278615,827,203,1451,2010
singleton,288,4274803,1256,404,3170,2009
visual-studio-2017,287,19202,191,662,15,2021
environment-variables,287,9498960,888,298,1646,2010
double,287,6979401,1014,534,837,2010
compiler-construction,287,68696,289,912,58,2019
dependencies,287,2460831,1015,209,1152,2009
data.table,287,3043755,624,659,1766,2012
google-chrome,287,3835980,936,386,927,2009
pattern-matching,287,26594,349,557,47,2021
deployment,286,2982055,1287,148,2149,2008
postman,286,3375836,494,499,458,2015
mongoose,286,5279518,745,230,1450,2011
pivot,286,1553365,499,435,342,2011
dialog,285,4569599,917,236,957,2009
opengl-es,285,1358946,685,156,1019,2009
mapping,285,2551919,729,215,1101,2009
initialization,285,10968703,1344,405,3581,2009
akka,284,16602,231,353,25,2021
cors,284,10317240,690,471,2731,2012
amazon-dynamodb,284,1363756,512,237,333,2013
ant,284,45270,212,387,20,2020
visual-studio-2010,284,142093,249,868,30,2018
hashmap,284,10436992,1174,464,1749,2010
installation,283,6768538,1263,136,2357,2008
ldap,283,4289633,709,133,758,2009
sql-server-2008-r2,283,131342,392,787,44,2019
textbox,283,12407,232,629,9,2021
lucene,283,12442,148,401,17,2021
arm,283,1538155,674,375,602,2010
jframe,283,12130,232,818,13,2021
components,282,1251763,757,171,397,2009
air,281,91584,275,560,39,2016
fetch,281,1201540,513,442,135,2012
icons,281,4005064,867,198,1173,2009
validation,280,17157492,1698,194,6634,2008
language-agnostic,280,232218,497,786,212,2016
resize,280,5000550,956,279,1147,2009
connection,280,3706740,860,255,704,2009
apache-flex,280,60883,291,505,17,2016
angularjs-scope,280,89241,304,644,28,2018
uicollectionview,279,3583912,828,342,1572,2012
seo,279,22493,174,327,26,2021
io,279,10772701,1193,345,2539,2009
iteration,279,6872848,1073,414,1162,2010
zend-framework,279,82662,230,527,39,2018
razor,279,5201871,722,281,1535,2010
fullcalendar,279,1827921,630,138,383,2010
flash,279,97854,236,582,26,2018
knockout.js,279,34851,243,424,5,2020
struts2,279,101495,220,574,13,2018
overriding,278,14346,255,653,17,2021
controls,278,43238,229,604,20,2020
com,278,15946,153,1001,12,2021
kernel,278,1970793,636,340,886,2010
timezone,278,7585787,1038,231,1570,2009
image,278,11192188,1572,193,3765,2008
cmake,278,3373166,618,169,983,2010
count,277,8929208,1072,298,1236,2009
asp-classic,277,108559,269,902,25,2019
linq-to-sql,277,46060,305,789,19,2020
events,277,6475996,1159,159,2151,2008
email,277,12249704,1617,209,5009,2008
iis-7,277,322348,252,560,39,2017
angular-ui-router,276,82398,281,515,18,2020
group-by,276,6470972,855,257,1499,2009
double,276,17230,295,961,17,2021
cursor,276,132795,314,690,36,2019
resize,276,13340,181,396,12,2021
shiny,275,1653495,410,436,807,2013
tableview,275,12484,233,584,6,2021
duplicates,275,9243260,1073,397,2159,2010
gruntjs,275,183368,245,425,32,2018
laravel-4,275,232271,326,606,37,2017
rabbitmq,274,2016310,550,176,814,2011
calendar,274,2858665,814,228,751,2009
angularjs-directive,273,85668,297,490,17,2019
ssh,273,7286061,1106,253,1891,2009
wordpress-theming,273,840596,541,129,135,2010
listbox,273,13396,237,538,16,2021
cross-browser,273,98091,224,488,44,2020
uiimage,273,120129,319,597,50,2019
apache-poi,272,3963448,631,256,471,2011
gps,272,16283,136,335,12,2021
vuejs2,272,3682859,535,320,645,2016
sdk,272,1613513,674,185,675,2009
serial-port,271,3221136,788,233,699,2009
asp.net-mvc-5,271,13455,162,344,9,2021
styles,270,3604769,602,139,856,2009
visual-studio-2015,269,64698,225,688,18,2020
arduino,269,3589057,701,413,531,2011
gtk,269,1064029,614,136,325,2009
popup,268,3484040,729,218,616,2009
joomla,268,1106004,724,146,198,2009
extjs,267,2307384,704,158,296,2009
ios8,267,223589,300,552,92,2016
uiimageview,267,98882,324,653,30,2019
wix,266,14593,163,275,11,2021
scheme,266,17978,362,492,14,2021
swagger,266,1865994,439,317,397,2014
mono,265,183908,194,645,68,2019
bootstrap-4,265,5652955,637,467,834,2016
sql-update,265,4504973,725,315,450,2010
package,264,2852107,624,255,982,2010
vb6,264,73529,252,1061,17,2020
nhibernate,264,2098623,856,102,1160,2008
broadcastreceiver,264,13166,129,238,21,2021
firefox,263,3598066,1176,160,1461,2008
slider,263,989889,461,202,157,2010
android-recyclerview,263,10286102,1280,673,4390,2014
annotations,263,3522967,850,218,1384,2009
coding-style,263,249861,422,699,73,2016
controller,262,2559419,635,149,776,2009
caching,262,5454494,1141,126,3643,2008
controls,261,87246,266,638,28,2019
neural-network,261,1183350,515,379,780,2011
mongodb-query,261,2358206,429,449,537,2013
crash,261,1566946,854,339,776,2009
requirejs,261,187242,222,413,42,2018
windows-7,260,398669,257,675,76,2018
parse-platform,259,36309,216,517,19,2020
append,259,6996107,748,336,835,2010
mono,259,89811,185,613,17,2020
amazon-dynamodb,259,2179630,527,213,518,2012
pattern-matching,259,1399067,719,316,540,2010
jtable,258,41734,239,667,11,2019
spring-mvc,258,3927946,761,174,973,2009
jquery-plugins,258,185593,281,598,36,2018
android-actionbar,258,215656,372,504,35,2018
map,258,3340412,1021,305,1031,2009
phantomjs,257,2258075,527,302,1150,2012
jakarta-ee,257,73606,224,455,42,2020
pygame,257,1461041,540,338,317,2011
mysqli,257,2106925,592,327,289,2010
seo,257,221805,298,424,92,2017
tabs,257,3660237,754,236,825,2009
cassandra,256,1808386,604,246,1165,2010
view,256,2711919,708,135,688,2009
laravel,255,4661453,744,446,731,2012
repository,254,7016076,901,184,4482,2009
scripting,254,13320143,1815,210,5477,2008
foreign-keys,254,5144437,827,200,1417,2009
try-catch,253,4856385,1036,446,1247,2010
r-markdown,253,2244604,417,551,782,2014
architecture,253,1821290,1446,164,2425,2008
logging,252,6512392,1366,188,2915,2008
windows-installer,252,17459,143,368,9,2021
coding-style,251,8919192,2830,419,5761,2008
delegates,251,12298,218,682,10,2021
django-views,251,1372022,491,177,313,2010
azure-devops,251,1080092,428,267,294,2013
resources,251,12306,158,374,11,2021
shell,251,27708276,2031,273,10577,2008
foreach,251,8033443,1159,298,1142,2009
data-binding,250,3897427,894,72,1509,2008
certificate,250,3258506,565,140,904,2009
singleton,250,14201,198,624,20,2021
browser,249,8815101,1638,237,3316,2008
struts2,249,1504193,541,95,177,2009
windows-services,249,15258,122,532,19,2021
ef-code-first,249,51119,208,474,19,2020
multidimensional-array,248,12053543,1092,293,2972,2009
devise,247,23050,160,329,10,2021
asp.net-identity,247,3746828,626,364,1740,2013
android-listview,247,31600,243,415,14,2020
cloud,247,627511,612,184,485,2010
google-cloud-platform,246,989718,394,279,396,2014
clang,246,2706709,586,419,2973,2011
reflection,246,10320502,1341,196,4239,2008
user-controls,246,52917,234,706,24,2019
android-viewpager,246,15702,167,299,8,2021
grid,245,2233957,599,132,379,2009
logic,245,977896,792,472,299,2010
ggplot2,245,6653620,582,256,2072,2010
imageview,244,9517,204,341,6,2021
ipad,244,167519,236,462,89,2019
cocoa-touch,244,78002,274,515,49,2019
navigation,243,2588141,636,133,574,2009
uiimage,243,43811,232,440,36,2020
java-native-interface,243,14075,127,567,34,2021
thread-safety,242,2938856,930,274,1399,2009
spring-data,242,2872089,473,211,894,2012
xml-parsing,242,2678384,575,236,1380,2010
polymer,242,169291,253,338,42,2019
svn,242,8986,92,228,10,2021
wsdl,242,14562,81,214,11,2021
ruby-on-rails-4,242,52851,233,402,17,2020
android-ndk,241,2169581,584,242,777,2010
joomla,241,42892,217,484,10,2019
x86,241,4485916,1010,417,2094,2009
sed,241,7677774,1259,291,2118,2009
copy,240,6280718,916,251,1228,2009
imageview,240,5534403,650,160,1685,2010
cron,239,3254559,915,209,978,2009
command-line,239,25782240,1866,249,8749,2008
qml,239,996273,395,182,216,2011
google-visualization,238,10473,139,353,7,2021
python-2.7,238,7064469,719,410,1098,2011
playframework,238,13876,138,360,11,2021
coding-style,238,252074,353,646,97,2017
telerik,238,25203,175,325,6,2020
uiwebview,237,2206767,677,138,1133,2009
mapreduce,237,1105348,554,185,712,2010
linq-to-sql,237,63287,265,708,21,2019
gdb,236,2911101,756,243,1275,2009
visual-c++,236,3256913,1103,156,1010,2008
compiler-construction,236,13919,182,651,16,2021
mfc,236,1603101,832,102,405,2008
coldfusion,235,14600,159,824,5,2021
zip,235,5117185,909,218,1249,2009
log4j,235,4915981,800,156,1024,2009
range,235,5087511,731,334,1062,2010
azure-web-app-service,235,679726,343,292,203,2013
actionscript,234,48786,240,537,10,2016
docker,234,16224413,1021,253,9692,2013
nhibernate,234,88554,283,357,35,2018
cocoa-touch,234,227498,297,570,91,2018
configuration,234,5787574,1049,105,1779,2008
cmd,233,15389616,1147,258,2290,2009
canvas,233,3096024,690,143,1126,2009
jmeter,233,1594283,466,120,257,2011
tfs,233,16527,198,342,10,2021
vagrant,232,33972,112,196,18,2021
asp.net-mvc-4,232,10107,140,370,5,2021
stored-procedures,232,5565096,1336,157,1476,2008
jquery-selectors,232,109798,390,560,25,2018
containers,232,1414902,648,328,416,2010
scheme,232,1120146,835,217,633,2009
ide,231,9800948,1915,232,5642,2008
position,230,4864345,536,172,819,2010
testng,230,1517813,487,152,252,2011
jtable,230,15508,183,599,15,2020
subprocess,230,4621049,617,350,1095,2010
vb6,230,2326045,957,151,367,2008
lua,229,2748210,810,225,687,2009
uiwebview,229,269178,223,483,66,2018
azure-sql-database,229,1177820,538,249,403,2011
memory,229,8893721,1545,238,4325,2008
unity3d,229,930127,406,210,181,2011
xampp,228,2904103,568,196,356,2010
pagination,228,3421641,633,170,1028,2009
kivy,227,1290280,366,194,244,2013
window,227,2961787,644,166,1042,2009
bash,227,31856572,2241,296,13886,2008
ipad,226,19415,86,256,21,2021
fortran,226,1273294,585,307,372,2010
db2,226,1878115,568,105,206,2009
split,226,13222434,1120,278,2475,2009
user-controls,225,21590,185,600,9,2020
sharepoint-2010,225,169052,223,266,15,2017
background,225,6164633,793,174,915,2009
stripe-payments,225,888727,386,280,316,2013
return,225,6326987,839,362,1146,2010
authentication,225,5126613,897,146,9681,2008
operator-overloading,225,2603738,898,320,812,2009
reporting-services,225,3224617,735,66,515,2008
com,224,1409759,612,72,612,2008
regression,224,1446638,362,445,471,2012
for-loop,224,9878209,1372,479,2707,2009
cygwin,224,13039,151,626,8,2021
cygwin,223,4068723,831,259,1363,2009
tuples,223,5991675,838,343,1492,2010
datetime,222,24695053,1638,212,5254,2008
elixir,222,609250,361,200,227,2014
integer,222,19948995,1429,376,3403,2009
maps,221,1275277,424,162,293,2010
sas,221,959103,432,206,142,2011
ruby-on-rails-3,220,77895,255,465,13,2019
parallel-processing,220,2341614,962,214,2111,2009
base64,220,5499844,657,422,998,2010
polymorphism,220,2718415,958,271,1869,2009
output,220,2069667,458,436,572,2012
arguments,219,6768663,979,224,2353,2009
visual-studio-2012,219,159143,228,655,26,2018
storyboard,219,22958,186,370,6,2021
jsp,219,5276326,890,93,901,2008
hibernate,219,5432058,905,116,1614,2008
selenium-chromedriver,218,2440630,495,413,396,2014
uiimageview,218,32150,234,462,20,2020
nullpointerexception,218,2326102,697,471,781,2010
authorization,218,1295242,532,90,715,2009
apache2,218,1881547,516,163,408,2009
flask,217,3630934,476,166,1323,2011
coding-style,217,38825,298,458,31,2020
sql-server-2005,217,234519,282,680,25,2017
coding-style,217,140393,297,595,55,2018
queue,216,3094381,900,221,1410,2009
modal-dialog,216,3274002,654,187,473,2009
dojo,216,48831,200,282,18,2018
serialization,216,6617780,1029,115,2765,2008
rss,216,42729,173,248,20,2020
uiscrollview,215,3260552,809,129,2232,2009
google-maps-api-3,215,19256,141,326,12,2021
visual-studio-2010,215,43250,172,494,9,2020
nested,215,2710958,640,150,749,2009
mapreduce,215,12427,130,215,18,2021
android-edittext,215,8477659,884,202,1765,2010
pivot,215,1124659,453,224,293,2010
controls,214,10836,133,391,10,2021
sql-server-2008,214,11963,240,565,1,2021
autolayout,213,2631500,569,310,1943,2012
bitmap,213,3111135,661,183,1471,2009
timestamp,213,6427195,840,200,2068,2009
xmlhttprequest,213,4234502,626,214,1053,2009
libgdx,213,10653,143,251,7,2021
actionscript-3,212,31830,189,434,19,2019
.net-4.0,212,318385,234,586,64,2016
asp-classic,212,1774271,864,119,338,2008
xslt,212,3177489,814,110,686,2008
yaml,212,3558022,502,167,1267,2010
rss,212,199877,209,304,80,2018
sum,212,5130456,680,266,441,2010
int,212,10007062,926,447,1000,2010
ant,211,9556,78,259,5,2021
uiview,211,10174,182,400,6,2021
swing,211,5626860,908,97,902,2008
sprite-kit,211,10008,148,339,4,2021
get,210,4512469,734,219,716,2009
azure-active-directory,210,780015,286,172,149,2014
celery,210,1310335,396,153,672,2011
git,210,47366933,2011,351,39529,2008
windows-phone-7,210,109255,226,320,36,2015
many-to-many,210,967300,522,134,422,2009
localhost,210,3265031,624,304,770,2010
visual-studio-2008,209,167581,206,583,21,2016
udp,209,2518684,702,203,730,2009
air,208,74143,191,476,22,2017
uinavigationcontroller,208,2378259,624,70,1051,2009
terminal,208,5835507,957,223,3004,2009
forms,208,8546115,1132,117,2535,2008
laravel-4,208,203732,250,559,25,2018
task,207,1152992,444,157,427,2010
math,207,9199730,1686,379,5031,2008
find,206,5944640,901,182,1558,2009
grep,206,7020009,1030,224,1864,2009
g++,206,2936495,733,307,893,2009
if-statement,205,5224370,1091,327,866,2009
concatenation,204,5541415,718,307,578,2010
asp.net-mvc-3,204,220781,231,655,28,2017
numbers,203,6000653,991,383,1084,2009
bots,203,276776,251,369,91,2015
asp.net-core,203,759892,350,266,258,2014
powerbi,202,462123,318,145,97,2015
java-8,202,7877081,759,642,3098,2013
twitter-bootstrap-3,202,11199,156,211,6,2021
scipy,202,5433462,663,241,1486,2010
visual-studio-2010,202,86298,192,567,12,2019
dom-events,201,14041082,828,242,3187,2009
